gid|basket|edm|d_code|locus|square|date|area|stratum|site|year|location_field|location_home|crate|barcode|heightinstrument|poleheight|the_geom
135|60135|535|RM-ROOM|NULL|32|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188240037da93c3868025127|1.38|1.49|01010000A07C7F00003898342D2141264152ED7825F0E5494112F0E21955CB4A40
136|60136|536|RM-ROOM|NULL|33|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188240707da93c3868023764|1.38|1.49|01010000A07C7F0000E61604402B4126414C6BD3BDEFE54941AF67FC72BE274B40
137|60137|537|RM-ROOM|NULL|34|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188241227da93c3868020093|1.38|1.49|01010000A07C7F000064C1ED9E2F412641CA73D8D4EDE549419BF17AE6420A4B40
138|60138|538|RM-ROOM|NULL|35|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188241777da93c3868012658|1.38|1.49|01010000A07C7F0000212AA6252B41264116CBE3A7EDE54941431F6CC061A84A40
139|60139|539|RM-ROOM|NULL|36|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188242427da93c3868027095|1.38|1.49|01010000A07C7F000009F44F092F4126417CFABEB5ECE54941073A7F4BFEC54A40
140|60140|540|RM-ROOM|NULL|37|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188242987da93c3868017092|1.38|1.49|01010000A07C7F0000DBB9F640324126417357658FEBE54941C4E101D5B0D84A40
141|60141|541|RM-ROOM|NULL|38|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188243427da93c3868021933|1.38|1.49|01010000A07C7F00009B8AF9D22F41264197040348EBE549412BD08C3318CE4A40
142|60142|542|RM-ROOM|NULL|39|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188243917da93c3868024802|1.38|1.49|01010000A07C7F0000E9F17B3D2D412641CEE561A7EAE54941D1B9057D24EC4A40
143|60143|543|RM-ROOM|NULL|40|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188244417da93c3868019571|1.38|1.49|01010000A07C7F000093B94374284126415ABA8215EAE54941128B1DF64DC74A40
144|60144|544|RM-ROOM|NULL|41|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188244937da93c3868018224|1.38|1.49|01010000A07C7F0000729E5698254126411D160F79EBE5494132E64DA4977B4A40
145|60145|545|RM-ROOM|NULL|42|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188245417da93c3868008105|1.38|1.49|01010000A07C7F00009C41322723412641CF6A8109EDE549415B64C695B3C54A40
146|60146|546|RM-ROOM|NULL|43|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188246187da93c3868010542|1.38|1.49|01010000A07C7F00002DEF05C3244126414FD3C26BE9E549410585D0DD24914A40
147|60147|547|RM-ROOM|NULL|44|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188246627da93c3868015567|1.38|1.49|01010000A07C7F00000DF2A3692A4126419B21B049E8E5494194363CFE9C714A40
148|60148|548|RM-ROOM|NULL|45|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188247027da93c3868009820|1.38|1.49|01010000A07C7F00008D5AC47625412641EF2653BEE7E5494118E452C479614A40
149|60149|549|RM-ROOM|NULL|46|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188247457da93c3868003429|1.38|1.49|01010000A07C7F0000E12B995F2241264179A0043FE7E549417CEB508883514A40
150|60150|550|RM-ROOM|NULL|47|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188247877da93c3868010810|1.38|1.49|01010000A07C7F000032978E881E412641AAB1299BE6E54941782FD9CBA35F4A40
151|60151|551|RM-ROOM|NULL|48|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188248327da93c3868022251|1.38|1.49|01010000A07C7F0000CF4EC4B420412641DA52AC76E9E54941D05CD20E6A884A40
152|60152|552|RM-ROOM|NULL|49|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188248687da93c3868019528|1.38|1.49|01010000A07C7F00009A982E8C1D412641CC0BB01DE9E549419578B8A4F4734A40
153|60153|553|RM-ROOM|NULL|50|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188249107da93c3868006881|1.38|1.49|01010000A07C7F0000C949B4A21A41264131067B1CEBE54941D05A7FC64C794A40
154|60154|554|RM-ROOM|NULL|51|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188249677da93c3868012294|1.38|1.49|01010000A07C7F0000CE094EE117412641F30A9FC0E8E54941B29E77AB516D4A40
155|60155|555|ES-ELEVATION_START|318|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188251307da93c3868030407|1.38|1.49|01010000A07C7F00002D78D1FFFC4026410E2C4788F2E5494187E696BAA5B44940
156|60156|556|FY-CHEMISTRY_SAMPLE|318|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188259127da93c3868025844|1.38|1.49|01010000A07C7F0000D99C9C74FC40264136C2EC69F2E549412FE016DB32AD4940
157|60157|557|EB-ELEVATION_BOTTOM|316|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188259707da93c3868001053|1.38|1.49|01010000A07C7F0000108CAC54FC4026410FE1A9F0F1E54941FD75998DFBD84940
158|60158|558|RC-RADIOCARBON_14_SAMPLE|312|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188265037da93c3868018066|1.38|1.49|01010000A07C7F000058C51B93FD4026414C1B0E86F0E5494112D36A3555D94940
159|60159|559|EB-ELEVATION_BOTTOM|317|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188276197da93c3868014435|1.38|1.49|01010000A07C7F000001934CFDFF402641153D4B54F1E5494126963DC504B64940
160|60160|560|ES-ELEVATION_START|319|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188276637da93c3868023648|1.38|1.49|01010000A07C7F0000CE122A75FF402641EB121F84F1E54941A5D9B84A80B34940
161|60161|561|RM-ROOM|NULL|52|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188304277da93c3868017689|1.38|1.49|01010000A07C7F00006B3B1A77134126415E7468DAEAE5494164CAE5603D554A40
162|60162|562|RM-ROOM|NULL|53|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188304847da93c3868014814|1.38|1.49|01010000A07C7F00002E34BEC41241264164517DF0E7E549411127247239984A40
163|60163|563|RM-ROOM|NULL|54|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188305347da93c3868030655|1.38|1.49|01010000A07C7F0000784A62900F4126414080B1D7E8E54941244B5EF17B544A40
164|60164|564|RM-ROOM|NULL|55|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188305737da93c3868024204|1.38|1.49|01010000A07C7F0000FDE9710F0E4126417A16293BEAE54941D5D4419E214C4A40
165|60165|565|RM-ROOM|NULL|56|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188306107da93c3868006613|1.38|1.49|01010000A07C7F0000AC8881950C41264161849542EBE54941F10230534F584A40
166|60166|566|RM-ROOM|NULL|57|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188306847da93c3868005610|1.38|1.49|01010000A07C7F0000AE5AE35311412641E24A2CF0E5E54941C8AC0972BE504A40
167|60167|567|RM-ROOM|NULL|58|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188307527da93c3868020699|1.38|1.49|01010000A07C7F0000C4F81F591741264154FD4AF2E5E549410E831A76D26F4A40
168|60168|568|RM-ROOM|NULL|59|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188308097da93c3868022392|1.38|1.49|01010000A07C7F0000CF32E6372B412641B2E5A65AE5E549413CF817100D4B4A40
169|60169|569|RM-ROOM|NULL|60|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188308547da93c3868032337|1.38|1.49|01010000A07C7F00002E2547A92341264137F11FD7E2E54941E732C89207784A40
170|60170|570|ES-ELEVATION_START|320|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188345077da93c3868009910|1.38|1.49|01010000A07C7F00000E130DEAFC4026411F72E9DBF1E5494100A2B9A484CF4940
171|60171|571|EB-ELEVATION_BOTTOM|307|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188363297da93c3868008119|1.38|1.49|01010000A07C7F00003D8A4ACBFC402641608F8923F1E54941ACE1D249DCF64940
172|60172|572|ES-ELEVATION_START|321|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188363557da93c3868029476|1.38|1.49|01010000A07C7F000040406BCEFC40264195EB1223F1E54941AE9AEF4BDFF64940
173|60173|573|EB-ELEVATION_BOTTOM|318|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188370547da93c3868011917|1.38|1.49|01010000A07C7F0000486F34C3FD402641F953998BF2E549413648C1E4E0A04940
174|60174|574|EB-ELEVATION_BOTTOM|319|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188370977da93c3868031171|1.38|1.49|01010000A07C7F00002067F51500412641F8B47925F1E549414F64134879B34940
175|60175|575|GS-GRINDING_SLAB|321|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188371407da93c3868029248|1.38|1.49|01010000A07C7F00002A35BD24FD4026413CE8C85FF1E54941A9861193BA054A40
176|60176|576|ES-ELEVATION_START|322|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188372527da93c3868021881|1.38|1.49|01010000A07C7F0000D4DA2C93FD4026410157686EF2E549418C7391E575A04940
177|60177|577|EB-ELEVATION_BOTTOM|312|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188414387da93c3868029374|1.38|1.49|01010000A07C7F00007B82069BFD4026419FE925A7F0E54941343F06442BA74940
178|60178|578|EM-ELEVATION_MIDDLE|322|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188415747da93c3868030786|1.38|1.49|01010000A07C7F000081C22C4400412641ABF2986DF1E5494149D05E5E3EB04940
179|60179|579|EM-ELEVATION_MIDDLE|310|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188421407da93c3868028447|1.38|1.49|01010000A07C7F00008E44C3F9FD40264180608E1EF1E54941365757648F034A40
180|60180|580|WE-WALL_ELEVATION|306|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188425327da93c3868029292|1.38|1.49|01010000A07C7F00006C0FD6F8FF402641C4488AD8F2E5494150CE110C80174A40
181|60181|581|EB-ELEVATION_BOTTOM|306|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188425757da93c3868020533|1.38|1.49|01010000A07C7F000037E1A07300412641C32B497CF2E54941964111B0ECFD4940
182|60182|582|WE-WALL_ELEVATION|310|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188427697da93c3868031946|1.38|1.49|01010000A07C7F000054D23713FE402641DC61B81DF1E549419856B7E607044A40
183|60183|583|WE-WALL_ELEVATION|310|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188429147da93c3868024123|1.38|1.49|01010000A07C7F0000AF0FC2EAFD402641C7890A7FF1E5494183F9BD5361EC4940
185|60185|585|WE-WALL_ELEVATION|320|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188430637da93c3868015025|1.38|1.49|01010000A07C7F00001EAEEE45FC402641A31EA2E4F1E54941C113E18FEFE64940
186|60186|586|WE-WALL_ELEVATION|320|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188430937da93c3868007062|1.38|1.49|01010000A07C7F0000DE6BEF6CFD4026416C4661E5F1E54941990D14D8F4CB4940
188|60188|588|EB-ELEVATION_BOTTOM|313|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188431907da93c3868008964|1.38|1.49|01010000A07C7F00008008580AFD4026419855335EF1E5494122FE8233B0EF4940
189|60189|589|WE-WALL_ELEVATION|311|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188432677da93c3868000083|1.38|1.49|01010000A07C7F00006282F909FD402641D496DFFFF0E549410C5D8CB2F52D4A40
190|60190|590|WE-WALL_ELEVATION|311|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188433757da93c3868007568|1.38|1.49|01010000A07C7F000076596531FE402641CE812FFCF0E549410997E7FA49FF4940
191|60191|591|EB-ELEVATION_BOTTOM|311|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188434277da93c3868009865|1.38|1.49|01010000A07C7F00008A4F6C33FD4026413A0D07E4F0E549416A1CDC1516024A40
192|60192|592|EM-ELEVATION_MIDDLE|322|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188437587da93c3868022158|1.38|1.49|01010000A07C7F0000968FAC43FD4026411E61624CF2E5494193B5D02757A04940
193|60193|593|EB-ELEVATION_BOTTOM|320|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188446227da93c3868020143|1.38|1.49|01010000A07C7F000051D2AA2DFD402641D95482F2F1E549412547255253BA4940
194|60194|594|EB-ELEVATION_BOTTOM|310|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188446907da93c3868020717|1.38|1.49|01010000A07C7F0000E1AEE217FF402641A8D4DB7CF0E549419BAA07897BE94940
195|60195|595|BD-BEAD|NULL|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188448427da93c3868023330|1.38|1.49|01010000A07C7F0000EA7F14800D412641981E0308E6E549413AA2A3DAB06B4A40
196|60196|596|LF-LADY_FINGER|321|NULL|101711|q|NULL|khi|2011|NULL|NULL|NULL|13188449727da93c3868022963|1.38|1.49|01010000A07C7F000062B62A92FC4026419C16BC41F1E54941BC5421EB90F74940
197|60197|597|ZA-CHECK_SHOT|NULL|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189093547da93c3560013398|1.375|1.49|01010000A07C7F0000E4E9E8B6FB4026411478273EFCE54941BA628E49B3BC4940
198|60198|598|GR-GROUND_SHOT|321|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189096517da93c3560011479|1.375|1.49|01010000A07C7F0000A0E5B349FD40264140097D39F1E54941B33D9F8B03F04940
199|60199|599|GR-GROUND_SHOT|322|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189096897da93c3560018884|1.375|1.49|01010000A07C7F0000B28B9A5EFD40264139A16B95F2E549416B7A424A729E4940
200|60200|600|ZB-PHOTO|310|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189097317da93c3560020653|1.375|1.49|01010000A07C7F0000B43EE51EFF402641B4475EE8F0E549415C51D5F14BB14940
201|60201|601|EM-ELEVATION_MIDDLE|322|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189128307da93c3560016354|1.375|1.49|01010000A07C7F0000280A159AFD402641EA252144F2E54941EB607145F09F4940
202|60202|602|EB-ELEVATION_BOTTOM|322|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189130427da93c3560016243|1.375|1.49|01010000A07C7F00004AFB93ECFD40264141FE887FF2E54941BE578A6F408D4940
203|60203|603|ES-ELEVATION_START|323|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189131817da93c3560015920|1.375|1.49|01010000A07C7F00001CE0B428FF402641A1B71DBEF1E549419787A3F244AA4940
204|60204|604|EB-ELEVATION_BOTTOM|321|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189140917da93c3560019113|1.375|1.49|01010000A07C7F00009D95FE15FD402641D1F12C39F1E54941E36773585CD74940
205|60205|605|ES-ELEVATION_START|324|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189141077da93c3560030766|1.375|1.49|01010000A07C7F0000BAF17215FD4026412448A537F1E549410C8AAD0355D74940
206|60206|606|ES-ELEVATION_START|325|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189202227da93c3560024527|1.375|1.49|01010000A07C7F0000F073748F02412641D2527979F2E54941E1EEF0CE51334A40
207|60207|607|EB-ELEVATION_BOTTOM|325|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189224887da93c3560003420|1.375|1.49|01010000A07C7F0000A2FBA42E03412641F269043FF2E549418F1578AC8D1E4A40
208|60208|608|ES-ELEVATION_START|326|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189225147da93c3560026725|1.375|1.49|01010000A07C7F0000EC5A31260341264162ECCE3CF2E54941C13519F5A61E4A40
209|60209|609|EM-ELEVATION_MIDDLE|326|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189251467da93c3560026938|1.375|1.49|01010000A07C7F0000B32E66880241264169705B73F2E54941ABE4B922870B4A40
210|60210|610|EB-ELEVATION_BOTTOM|326|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189296987da93c3560010731|1.375|1.49|01010000A07C7F000013192D4A02412641FFDF227DF2E5494146A41890FDF64940
211|60211|611|ES-ELEVATION_START|327|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189297407da93c3560009032|1.375|1.49|01010000A07C7F00008143664602412641059F8B55F2E54941383A0F8322F34940
212|60212|612|ES-ELEVATION_START|328|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189298947da93c3560009697|1.375|1.49|01010000A07C7F0000845D1CC001412641067A4DCBF2E549416DD1F6AE48F74940
213|60213|613|EB-ELEVATION_BOTTOM|324|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189302917da93c3560024326|1.375|1.49|01010000A07C7F00009A6A3DF4FC402641C740E83CF1E54941201FDF76C6B84940
214|60214|614|ES-ELEVATION_START|329|NULL|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189303517da93c3560031175|1.375|1.49|01010000A07C7F0000DD78984AFD40264171D0B97FF1E54941BDE9AD4797BB4940
215|60215|615|FY-CHEMISTRY_SAMPLE|NULL|1|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189308637da93c3560011252|1.375|1.49|01010000A07C7F0000F4B305E0014126415D73A27AF0E54941B915BCEE5A574A40
216|60216|616|FY-CHEMISTRY_SAMPLE|NULL|2|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189309257da93c3560016157|1.375|1.49|01010000A07C7F000018AA49EB01412641E59D437FF0E54941EFA2218307424A40
217|60217|617|FY-CHEMISTRY_SAMPLE|NULL|3|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189309417da93c3560026002|1.375|1.49|01010000A07C7F0000865173FA014126415C51EF81F0E54941F11419134F2A4A40
218|60218|618|FY-CHEMISTRY_SAMPLE|NULL|4|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189309717da93c3560027491|1.375|1.49|01010000A07C7F0000FCB1206F01412641D896A67CF0E54941C2A58CDBF4234A40
219|60219|619|FY-CHEMISTRY_SAMPLE|NULL|5|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189309987da93c3560004960|1.375|1.49|01010000A07C7F00001AB97655014126418AEF1F7AF0E54941E32747A197264A40
220|60220|620|FY-CHEMISTRY_SAMPLE|NULL|6|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189310237da93c3560012313|1.375|1.49|01010000A07C7F00009B4C6802024126418208CC83F0E549414E5623B4061A4A40
221|60221|621|FY-CHEMISTRY_SAMPLE|NULL|7|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189310367da93c3560018654|1.375|1.49|01010000A07C7F0000164084EC0141264162DFA983F0E54941D8E7F01B7E144A40
222|60222|622|FY-CHEMISTRY_SAMPLE|NULL|8|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189310547da93c3560023231|1.375|1.49|01010000A07C7F000071EA3DE0014126413D934784F0E549413C1F679053054A40
223|60223|623|FY-CHEMISTRY_SAMPLE|NULL|9|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189310707da93c3560001420|1.375|1.49|01010000A07C7F000069F8FDD4014126413A92CB84F0E54941D729F7E54AFE4940
224|60224|624|FY-CHEMISTRY_SAMPLE|NULL|10|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189310917da93c3560013525|1.375|1.49|01010000A07C7F000012AF1DCE014126410E3E8384F0E549417E439E7880F44940
225|60225|625|FY-CHEMISTRY_SAMPLE|NULL|11|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189311047da93c3560005354|1.375|1.49|01010000A07C7F00000A172CCE01412641F0C34184F0E549417F37B0D8F9EE4940
226|60226|626|FY-CHEMISTRY_SAMPLE|NULL|12|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189311187da93c3560025563|1.375|1.49|01010000A07C7F000059967DCD0141264173582B86F0E5494164C6C8ED7AE14940
227|60227|627|FY-CHEMISTRY_SAMPLE|NULL|13|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189311377da93c3560028280|1.375|1.49|01010000A07C7F0000BB66B0CD01412641AB11B086F0E54941EADC209ECADA4940
228|60228|628|FY-CHEMISTRY_SAMPLE|NULL|14|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189311577da93c3560018769|1.375|1.49|01010000A07C7F000035A8CBBC014126414507C989F0E5494178847DC40DD24940
229|60229|629|FY-CHEMISTRY_SAMPLE|NULL|15|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189311917da93c3560005558|1.375|1.49|01010000A07C7F000087BF4793FD402641929C024EF0E5494133C8AB36210E4A40
230|60230|630|FY-CHEMISTRY_SAMPLE|NULL|16|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189312147da93c3560025271|1.375|1.49|01010000A07C7F000077F93179FD402641261B0F4FF0E54941E5E0079FCAF34940
231|60231|631|FY-CHEMISTRY_SAMPLE|NULL|17|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189312357da93c3560031268|1.375|1.49|01010000A07C7F00004105B094FD402641D8817351F0E54941B0703D80DDEB4940
232|60232|632|FY-CHEMISTRY_SAMPLE|NULL|18|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189312527da93c3560010637|1.375|1.49|01010000A07C7F000098C1B5A2FD4026410CC85E51F0E549411568AD5633E14940
233|60233|633|FY-CHEMISTRY_SAMPLE|NULL|19|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189312797da93c3560022338|1.375|1.49|01010000A07C7F0000383A7CA6FD402641258ADA52F0E549416A04B24931DA4940
234|60234|634|FY-CHEMISTRY_SAMPLE|NULL|20|101811|q|NULL|khi|2011|NULL|NULL|NULL|13189312947da93c3560029523|1.375|1.49|01010000A07C7F00003D3D5BA6FD4026414E412354F0E5494132DAE0F9BFD34940
235|60235|635|ZA-CHECK_SHOT|NULL|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189952427da93c4068026820|1.375|1.5|01010000A07C7F00006FB8F2B8FB40264131ADF23CFCE5494139B2591216BB4940
236|60236|636|ES-ELEVATION_START|330|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189953877da93c4068000941|1.375|1.5|01010000A07C7F0000209B0544034126419FBD4412F1E549411A66D8CC43514A40
237|60237|637|GR-GROUND_SHOT|328|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189955567da93c4068030434|1.375|1.5|01010000A07C7F00002E26709601412641E2EA5BC5F2E54941FFB5474F41F54940
238|60238|638|ZB-PHOTO|328|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189956697da93c4068010867|1.375|1.5|01010000A07C7F000006AB7F9E01412641E04092C4F2E549415296763D77F44940
239|60239|639|GR-GROUND_SHOT|329|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189966117da93c4068019760|1.375|1.5|01010000A07C7F0000CF7E4941FD402641C0971D79F1E54941569D6CABD7BA4940
240|60240|640|VS-COMPLETE_VESSEL|329|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13189980377da93c4068011689|1.375|1.5|01010000A07C7F00009B749D6AFC40264152921A4BF1E549411D72ADA5E21B4A40
241|60241|641|EB-ELEVATION_BOTTOM|330|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190014757da93c4068007982|1.375|1.5|01010000A07C7F00002005F4F3024126419410516CF1E54941C726654A0A394A40
242|60242|642|ES-ELEVATION_START|331|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190014967da93c4068031439|1.375|1.5|01010000A07C7F0000BFB37FEC0241264179D8FA6DF1E54941979B1C35E9384A40
243|60243|643|ES-ELEVATION_START|332|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190016287da93c4068003164|1.375|1.5|01010000A07C7F00003A6A752D04412641B990A2C9F0E54941DCF5D60AA34E4A40
244|60244|644|RC-RADIOCARBON_14_SAMPLE|329|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190018697da93c4068031589|1.375|1.5|01010000A07C7F000069DD8A1FFC402641D3B6AB84F1E54941860E39850BF94940
245|60245|645|ES-ELEVATION_START|333|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190028687da93c4068000058|1.375|1.5|01010000A07C7F000078CE9A62024126412F9166ABF2E54941A8F46E2F95DC4940
246|60246|646|EB-ELEVATION_BOTTOM|328|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190029827da93c4068029931|1.375|1.5|01010000A07C7F0000A504711201412641D0C595AAF2E54941670FCA07E3D64940
247|60247|647|ES-ELEVATION_START|334|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190029997da93c4068004680|1.375|1.5|01010000A07C7F0000AB6E1E1201412641D51E9BABF2E5494124A022AAD8D64940
248|60248|648|HS-HAMMERSTONE|329|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190086407da93c4068027571|1.375|1.5|01010000A07C7F00007C2B8E5CFC4026413B95C25FF1E54941873FA082B8E04940
249|60249|649|SP-SPECIAL_POTTERY|331|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190101877da93c4068005488|1.375|1.5|01010000A07C7F0000D5B46A9D03412641645353E0F1E54941C8FE260ECB1B4A40
250|60250|650|SP-SPECIAL_POTTERY|334|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190104837da93c4068028905|1.375|1.5|01010000A07C7F0000B9C3479600412641885AE493F2E54941A3138983C6B64940
251|60251|651|ZB-PHOTO|334|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190106697da93c4068016750|1.375|1.5|01010000A07C7F0000BBB1249700412641DD5B3691F2E54941206F523347B64940
252|60252|652|EB-ELEVATION_BOTTOM|331|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190139767da93c4068004111|1.375|1.5|01010000A07C7F0000BE5E69F8024126413F64DBCEF0E549418AFCBA98BD0C4A40
253|60253|653|ES-ELEVATION_START|335|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190140227da93c4068006300|1.375|1.5|01010000A07C7F0000321A5CA10341264125C6D753F1E549418FF6A19C5F444A40
254|60254|654|EM-ELEVATION_MIDDLE|327|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190142297da93c4068012965|1.375|1.5|01010000A07C7F00009D5A2AAF02412641BE6E6CCBF0E5494199E425C3220D4A40
255|60255|655|FY-CHEMISTRY_SAMPLE|334|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190145447da93c4068001658|1.375|1.5|01010000A07C7F0000A755788200412641692B409AF2E5494121AEF773E5B24940
256|60256|656|RC-RADIOCARBON_14_SAMPLE|334|NULL|101911|q|NULL|khi|2011|NULL|NULL|NULL|13190145627da93c4068007723|1.375|1.5|01010000A07C7F00005EACFB4100412641363E93A1F2E549414E9F74F738AF4940
